"Time, s","Power, hp","Thrust, kgf",RPM,"Throttle, %","Altitude, m","Propeller efficiency, %","Propeller pitch, %","Propeller pitch, deg","Manifold pressure, atm","IAS, km/h","TAS, km/h",Mach number,"Climb, m/s","Acceleration, m/s^2","Pitch angle, deg","AoA, deg","AoS, deg","Turn, s","Turn radius, m","Load factor, g",Supercharger gear,"WEP remain, m:s","Fuel consumption, kg/min","Mass of Fuel, kg","Mixture, %","Radiator, %","Oil radiator, %","Engine temperature, ℃","Oil temperature, ℃","Water temperature, ℃"
222.3,1874,1241,3250,110,4045,83,100,32.5,1.92,280,343,0.29,18.2,0,13.7,2.7,-0.1,0,0,1,0,54:38:00,7.38,192,0,80,0,0,105,115
222.5,1874,1241,3250,110,4048,83,100,32.5,1.92,280,343,0.29,18.2,0,13.7,2.7,-0.1,0,0,1,0,54:38:00,7.38,192,0,80,0,0,105,115
222.8,1874,1240,3250,110,4052,83,100,32.5,1.92,280,343,0.29,18.2,0,13.8,2.7,-0.1,0,0,1,0,54:38:00,7.38,192,0,80,0,0,105,115
223,1874,1240,3250,110,4056,83,100,32.5,1.92,280,343,0.29,18.2,0,13.8,2.8,0,0,0,1,0,54:38:00,7.38,192,0,80,0,0,105,115
223.2,1874,1240,3250,110,4059,83,100,32.5,1.92,280,344,0.29,18.2,0,13.8,2.8,0,0,0,1,0,54:37:00,7.38,192,0,80,0,0,105,115
223.4,1874,1239,3250,110,4063,83,100,32.6,1.92,280,344,0.29,18.3,0.28,13.8,2.8,0,0,0,1,0,54:37:00,7.65,192,0,80,0,0,105,115
223.6,1873,1239,3250,110,4067,83,100,32.6,1.92,280,344,0.29,18.3,0.28,13.8,2.8,0,0,0,1,0,54:37:00,7.65,192,0,80,0,0,105,115
223.8,1873,1239,3250,110,4070,83,100,32.6,1.92,280,344,0.29,18.3,0.28,13.8,2.8,0,0,0,1,0,54:37:00,7.65,192,0,80,0,0,105,115
224,1873,1239,3250,110,4074,83,100,32.6,1.92,280,344,0.29,18.3,0.28,13.9,2.8,0,0,0,1,0,54:37:00,7.65,192,0,80,0,0,105,115
224.2,1873,1238,3250,110,4078,83,100,32.6,1.92,280,344,0.29,18.3,0.28,13.9,2.8,0,0,0,1,0,54:36:00,7.65,192,0,80,0,0,105,115
224.4,1873,1238,3250,110,4082,83,100,32.6,1.92,280,344,0.29,18.4,0,13.9,2.8,0,0,0,1,0,54:36:00,7.65,192,0,80,0,0,105,115
224.6,1873,1238,3250,110,4085,83,100,32.6,1.92,280,344,0.29,18.4,0,13.9,2.8,0,0,0,1,0,54:36:00,7.65,192,0,80,0,0,105,115
224.8,1873,1238,3250,110,4089,83,100,32.6,1.92,280,344,0.29,18.4,0,13.9,2.8,0,0,0,1,0,54:36:00,7.65,191,0,80,0,0,105,115
225,1873,1237,3250,110,4093,83,100,32.6,1.92,280,344,0.29,18.5,0,13.9,2.8,0,0,0,1,0,54:36:00,7.65,191,0,80,0,0,105,115
225.2,1873,1237,3250,110,4096,83,100,32.6,1.92,280,344,0.29,18.5,0,14,2.8,0,0,0,1,0,54:35:00,7.65,191,0,80,0,0,105,115
225.4,1873,1237,3250,110,4100,83,100,32.6,1.92,280,344,0.29,18.5,0,14,2.8,-0.1,0,0,1,0,54:35:00,7.65,191,0,80,0,0,105,115
225.6,1873,1237,3250,110,4104,83,100,32.6,1.92,280,344,0.29,18.5,0,14,2.8,-0.1,0,0,1,0,54:35:00,7.65,191,0,80,0,0,105,115
225.8,1873,1236,3250,110,4107,83,100,32.6,1.92,280,344,0.29,18.6,0,14,2.8,-0.1,0,0,1,0,54:35:00,7.65,191,0,80,0,0,105,115
226,1873,1236,3250,110,4111,83,100,32.6,1.92,280,344,0.29,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:35:00,7.65,191,0,80,0,0,105,115
226.2,1872,1236,3250,110,4115,83,100,32.6,1.92,280,344,0.29,18.6,0,13.9,2.7,-0.1,0,0,1,0,54:34:00,7.65,191,0,80,0,0,105,115
226.4,1872,1236,3250,110,4119,83,100,32.6,1.92,280,345,0.29,18.6,0,13.9,2.7,-0.1,0,0,1,0,54:34:00,7.65,191,0,80,0,0,105,115
226.6,1872,1235,3250,110,4122,83,100,32.6,1.92,280,345,0.29,18.6,0,13.9,2.7,-0.1,0,0,1,0,54:34:00,7.65,191,0,80,0,0,105,115
226.8,1872,1235,3250,110,4126,83,100,32.7,1.92,280,345,0.29,18.6,0,13.9,2.7,-0.1,0,0,1,0,54:34:00,7.65,191,0,80,0,0,105,115
227,1872,1235,3250,110,4130,83,100,32.7,1.92,280,345,0.29,18.6,0,13.9,2.7,-0.1,0,0,1,0,54:34:00,7.65,191,0,80,0,0,105,115
227.2,1872,1235,3250,110,4134,83,100,32.7,1.92,280,345,0.29,18.5,0,13.9,2.7,-0.1,0,0,1,0,54:33:00,7.65,191,0,80,0,0,105,115
227.4,1872,1234,3250,110,4138,83,100,32.7,1.92,280,345,0.29,18.5,0.28,13.8,2.7,-0.1,0,0,1,0,54:33:00,7.65,191,0,80,0,0,105,115
227.6,1872,1234,3250,110,4141,83,100,32.7,1.92,280,345,0.29,18.5,0.28,13.8,2.7,-0.1,0,0,1,0,54:33:00,7.65,191,0,80,0,0,105,115
227.8,1872,1234,3250,110,4145,83,100,32.7,1.92,280,345,0.29,18.5,0.28,13.8,2.7,-0.1,0,0,1,0,54:33:00,7.65,191,0,80,0,0,105,115
228,1872,1233,3250,110,4149,83,100,32.7,1.92,280,345,0.3,18.5,0.28,13.8,2.7,-0.1,0,0,1,0,54:33:00,7.65,191,0,80,0,0,105,115
228.2,1872,1233,3250,110,4153,83,100,32.7,1.92,280,345,0.3,18.4,0.28,13.8,2.7,-0.1,0,0,1,0,54:32:00,7.65,191,0,80,0,0,105,115
228.4,1872,1233,3250,110,4156,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,-0.1,0,0,1,0,54:32:00,7.65,191,0,80,0,0,105,115
228.6,1872,1233,3250,110,4160,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,-0.1,0,0,1,0,54:32:00,7.65,191,0,80,0,0,105,115
228.8,1872,1232,3250,110,4163,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,-0.1,0,0,1,0,54:32:00,7.65,191,0,80,0,0,105,115
229,1871,1232,3250,110,4167,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,-0.1,0,0,1,0,54:32:00,7.65,191,0,80,0,0,105,115
229.2,1871,1232,3250,110,4171,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,0,0,0,1,0,54:31:00,7.65,191,0,80,0,0,105,115
229.4,1871,1232,3250,110,4174,83,100,32.7,1.92,280,345,0.3,18.4,0,13.8,2.7,0,0,0,1,0,54:31:00,7.37,191,0,80,0,0,105,115
229.6,1871,1231,3250,110,4178,83,100,32.7,1.92,280,346,0.3,18.4,0,13.8,2.7,0,0,0,1,0,54:31:00,7.37,191,0,80,0,0,105,115
229.8,1871,1231,3250,110,4182,83,100,32.7,1.92,280,346,0.3,18.4,0,13.8,2.8,0,0,0,1,0,54:31:00,7.37,191,0,80,0,0,105,115
230,1871,1231,3250,110,4186,83,100,32.7,1.92,280,346,0.3,18.4,0,13.8,2.8,0,0,0,1,0,54:31:00,7.37,191,0,80,0,0,105,115
230.2,1871,1231,3250,110,4189,83,100,32.7,1.92,280,346,0.3,18.4,0,13.8,2.8,0,0,0,1,0,54:30:00,7.37,191,0,80,0,0,105,115
230.4,1871,1230,3250,110,4193,83,100,32.7,1.92,280,346,0.3,18.4,0.28,13.8,2.8,0,0,0,1,0,54:30:00,7.66,191,0,80,0,0,105,115
230.6,1871,1230,3250,110,4197,83,100,32.8,1.92,280,346,0.3,18.5,0.28,13.9,2.8,0,0,0,1,0,54:30:00,7.66,191,0,80,0,0,105,115
230.8,1871,1230,3250,110,4200,83,100,32.8,1.92,280,346,0.3,18.5,0.28,13.9,2.8,0,0,0,1,0,54:30:00,7.66,191,0,80,0,0,105,115
231,1871,1230,3250,110,4204,83,100,32.8,1.92,280,346,0.3,18.5,0.28,13.9,2.8,0,0,0,1,0,54:30:00,7.66,191,0,80,0,0,105,115
231.2,1871,1229,3250,110,4208,83,100,32.8,1.92,280,346,0.3,18.5,0.28,13.9,2.8,0,0,0,1,0,54:29:00,7.66,191,0,80,0,0,105,115
231.4,1871,1229,3250,110,4212,83,100,32.8,1.92,280,346,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:29:00,7.36,191,0,80,0,0,105,115
231.6,1871,1229,3250,110,4216,83,100,32.8,1.92,280,346,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:29:00,7.36,191,0,80,0,0,105,115
231.8,1870,1229,3250,110,4219,83,100,32.8,1.92,280,346,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:29:00,7.36,191,0,80,0,0,105,115
232,1870,1228,3250,110,4223,83,100,32.8,1.92,280,346,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:29:00,7.36,191,0,80,0,0,105,115
232.2,1870,1228,3250,110,4227,83,100,32.8,1.92,280,346,0.3,18.6,0,13.9,2.7,0,0,0,1,0,54:28:00,7.36,191,0,80,0,0,105,115
232.4,1870,1228,3250,110,4231,83,100,32.8,1.92,280,346,0.3,18.6,0,13.9,2.7,0.1,0,0,1,0,54:28:00,7.81,191,0,80,0,0,105,115
232.6,1870,1228,3250,110,4234,83,100,32.8,1.92,280,346,0.3,18.6,0,13.9,2.7,0.1,0,0,1,0,54:28:00,7.81,190,0,80,0,0,105,115
232.8,1870,1228,3250,110,4238,83,100,32.8,1.92,280,346,0.3,18.6,0,13.8,2.7,0.1,0,0,1,0,54:28:00,7.81,190,0,80,0,0,105,115
233,1870,1227,3250,110,4241,83,100,32.8,1.92,280,346,0.3,18.5,0,13.8,2.7,0.1,0,0,1,0,54:28:00,7.81,190,0,80,0,0,105,115
233.2,1870,1227,3250,110,4245,83,100,32.8,1.92,280,346,0.3,18.5,0,13.8,2.7,0.1,0,0,1,0,54:27:00,7.81,190,0,80,0,0,105,115
233.4,1870,1227,3250,110,4249,83,100,32.8,1.92,280,347,0.3,18.5,0.28,13.8,2.7,0.1,0,0,1,0,54:27:00,7.51,190,0,80,0,0,105,115
233.6,1870,1227,3250,110,4253,83,100,32.8,1.92,280,347,0.3,18.5,0.28,13.8,2.7,0.1,0,0,1,0,54:27:00,7.51,190,0,80,0,0,105,115
233.8,1870,1226,3250,110,4256,83,100,32.8,1.92,280,347,0.3,18.5,0.28,13.8,2.7,0.1,0,0,1,0,54:27:00,7.51,190,0,80,0,0,105,115
234,1870,1226,3250,110,4260,83,100,32.9,1.92,280,347,0.3,18.5,0.28,13.8,2.7,0.1,0,0,1,0,54:27:00,7.51,190,0,80,0,0,105,115
234.2,1870,1226,3250,110,4264,83,100,32.9,1.92,280,347,0.3,18.5,0.28,13.8,2.7,0.1,0,0,1,0,54:26:00,7.51,190,0,80,0,0,105,115
234.4,1870,1226,3250,110,4268,83,100,32.9,1.92,280,347,0.3,18.5,0,13.8,2.8,0.1,0,0,1,0,54:26:00,7.51,190,0,80,0,0,105,115
234.6,1869,1226,3250,110,4271,83,100,32.9,1.92,280,347,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:26:00,7.51,190,0,80,0,0,105,115
234.8,1869,1225,3250,110,4275,83,100,32.9,1.92,280,347,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:26:00,7.51,190,0,80,0,0,105,115
235,1869,1225,3250,110,4279,83,100,32.9,1.92,280,347,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:26:00,7.51,190,0,80,0,0,105,115
235.2,1869,1225,3250,110,4282,83,100,32.9,1.92,280,347,0.3,18.5,0,13.9,2.8,0,0,0,1,0,54:25:00,7.51,190,0,80,0,0,105,115
235.4,1869,1225,3250,110,4287,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:25:00,7.51,190,0,80,0,0,105,115
235.6,1869,1224,3250,110,4290,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:25:00,7.51,190,0,80,0,0,105,115
235.8,1869,1224,3250,110,4294,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:25:00,7.51,190,0,80,0,0,105,115
236,1869,1224,3250,110,4297,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:25:00,7.51,190,0,80,0,0,105,115
236.2,1869,1224,3250,110,4301,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:24:00,7.51,190,0,80,0,0,105,115
236.4,1869,1223,3250,110,4305,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:24:00,7.51,190,0,80,0,0,105,115
236.6,1869,1223,3250,110,4309,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:24:00,7.51,190,0,80,0,0,105,115
236.8,1869,1223,3250,110,4313,83,100,32.9,1.92,280,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:24:00,7.51,190,0,80,0,0,105,115
237,1869,1223,3250,110,4316,83,100,32.9,1.92,279,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:24:00,7.51,190,0,80,0,0,105,115
237.2,1868,1223,3250,110,4320,83,100,32.9,1.92,279,347,0.3,18.6,0,13.9,2.8,-0.1,0,0,1,0,54:23:00,7.51,190,0,80,0,0,105,115
237.4,1868,1222,3250,110,4324,83,100,32.9,1.92,279,348,0.3,18.6,0.28,13.9,2.8,-0.1,0,0,1,0,54:23:00,7.51,190,0,80,0,0,105,115
237.6,1868,1222,3250,110,4327,83,100,32.9,1.92,279,348,0.3,18.6,0.28,13.9,2.8,0,0,0,1,0,54:23:00,7.51,190,0,80,0,0,105,115
237.8,1868,1222,3250,110,4331,83,100,32.9,1.92,279,348,0.3,18.6,0.28,13.9,2.8,0,0,0,1,0,54:23:00,7.51,190,0,80,0,0,105,115
238,1868,1222,3250,110,4335,83,100,33,1.92,279,348,0.3,18.6,0.28,13.9,2.8,0,0,0,1,0,54:23:00,7.51,190,0,80,0,0,105,115
238.2,1868,1222,3250,110,4339,83,100,33,1.92,279,348,0.3,18.6,0.28,13.9,2.8,0,0,0,1,0,54:22:00,7.51,190,0,80,0,0,105,115
238.4,1868,1221,3250,110,4342,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:22:00,7.51,190,0,80,0,0,105,115
238.6,1868,1221,3250,110,4346,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:22:00,7.51,190,0,80,0,0,105,115
238.8,1868,1221,3250,110,4350,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:22:00,7.51,190,0,80,0,0,105,115
239,1868,1221,3250,110,4354,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:22:00,7.51,190,0,80,0,0,105,115
239.2,1868,1221,3250,110,4358,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:21:00,7.51,190,0,80,0,0,105,115
239.4,1868,1220,3250,110,4361,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:21:00,7.51,190,0,80,0,0,105,115
239.6,1868,1220,3250,110,4365,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:21:00,7.51,190,0,80,0,0,105,115
239.8,1868,1220,3250,110,4369,83,100,33,1.92,279,348,0.3,18.6,0,13.9,2.8,0,0,0,1,0,54:21:00,7.51,190,0,80,0,0,105,115
240,1868,1220,3250,110,4372,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:21:00,7.51,190,0,80,0,0,105,115
240.2,1867,1219,3250,110,4376,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:20:00,7.51,190,0,80,0,0,105,115
240.4,1867,1219,3250,110,4380,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:20:00,7.51,190,0,80,0,0,105,115
240.6,1867,1219,3250,110,4384,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:20:00,7.51,189,0,80,0,0,105,115
240.8,1867,1219,3250,110,4387,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:20:00,7.51,189,0,80,0,0,105,115
241,1867,1219,3250,110,4392,83,100,33,1.92,279,348,0.3,18.6,0,13.8,2.7,0,0,0,1,0,54:20:00,7.51,189,0,80,0,0,105,115
241.2,1867,1218,3250,110,4395,83,100,33,1.92,279,348,0.3,18.5,0,13.8,2.7,0,0,0,1,0,54:19:00,7.51,189,0,80,0,0,105,115
241.4,1867,1218,3250,110,4399,83,100,33,1.92,279,348,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:19:00,7.51,189,0,80,0,0,105,115
241.6,1867,1218,3250,110,4402,83,100,33.1,1.92,279,348,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:19:00,7.51,189,0,80,0,0,105,115
241.8,1867,1218,3250,110,4406,83,100,33.1,1.92,279,349,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:19:00,7.51,189,0,80,0,0,105,115
242,1867,1218,3250,110,4410,83,100,33.1,1.92,279,349,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:19:00,7.51,189,0,80,0,0,105,115
242.2,1867,1217,3250,110,4413,83,100,33.1,1.92,279,349,0.3,18.5,0,13.8,2.8,0,0,0,1,0,54:18:00,7.51,189,0,80,0,0,105,115
242.4,1867,1217,3250,110,4417,83,100,33.1,1.92,279,349,0.3,18.5,0.28,13.8,2.8,0,0,0,1,0,54:18:00,7.51,189,0,80,0,0,105,115
242.6,1867,1217,3250,110,4421,83,100,33.1,1.92,279,349,0.3,18.5,0.28,13.8,2.8,0,0,0,1,0,54:18:00,7.51,189,0,80,0,0,105,115
242.8,1867,1217,3250,110,4425,83,100,33.1,1.92,279,349,0.3,18.5,0.28,13.8,2.8,0,0,0,1,0,54:18:00,7.51,189,0,80,0,0,105,115
243,1866,1216,3250,110,4429,83,100,33.1,1.92,279,349,0.3,18.5,0.28,13.8,2.8,0,0,0,1,0,54:17:00,7.51,189,0,80,0,0,105,115
243.2,1866,1216,3250,110,4432,83,100,33.1,1.92,279,349,0.3,18.5,0.28,13.8,2.8,0,0,0,1,0,54:17:00,7.51,189,0,80,0,0,105,115
243.4,1866,1216,3250,110,4436,83,100,33.1,1.92,279,349,0.3,18.5,0,13.7,2.7,0,0,0,1,0,54:17:00,7.51,189,0,80,0,0,105,115
243.6,1866,1216,3250,110,4440,83,100,33.1,1.92,279,349,0.3,18.5,0,13.6,2.6,0,0,0,1,0,54:17:00,7.51,189,0,80,0,0,105,115
243.8,1866,1215,3250,110,4444,83,100,33.1,1.92,279,349,0.3,18.4,0,13.6,2.6,0,0,0,1,0,54:17:00,7.51,189,0,80,0,0,105,115
244,1866,1215,3250,110,4447,83,100,33.1,1.92,279,349,0.3,18.4,0,13.6,2.6,0,0,0,0.9,0,54:16:00,7.51,189,0,80,0,0,105,115
244.2,1866,1215,3250,110,4451,83,100,33.1,1.92,279,349,0.3,18.3,0,13.5,2.6,0,0,0,0.9,0,54:16:00,7.51,189,0,80,0,0,105,115
244.4,1866,1215,3250,110,4455,83,100,33.1,1.92,279,349,0.3,18.2,0,13.4,2.5,0,0,0,0.9,0,54:16:00,7.51,189,0,80,0,0,105,115
244.6,1866,1214,3250,110,4458,83,100,33.1,1.92,279,349,0.3,18.2,0,13.3,2.5,0,0,0,0.9,0,54:16:00,7.51,189,0,80,0,0,105,115
244.8,1866,1214,3250,110,4462,83,100,33.2,1.92,279,349,0.3,18.1,0,13.3,2.5,0,0,0,0.9,0,54:16:00,7.51,189,0,80,0,0,105,115
245,1866,1214,3250,110,4465,83,100,33.2,1.92,279,349,0.3,18,0,13.2,2.5,0,0,0,0.9,0,54:15:00,7.51,189,0,80,0,0,105,115
245.2,1866,1213,3250,110,4469,83,100,33.2,1.92,279,350,0.3,17.9,0,13.1,2.5,0,0,0,0.9,0,54:15:00,7.51,189,0,80,0,0,105,115
245.4,1866,1213,3250,110,4473,83,100,33.2,1.92,279,350,0.3,17.8,0.28,13.1,2.5,0,0,0,0.9,0,54:15:00,7.51,189,0,80,0,0,105,115
245.6,1866,1213,3250,110,4476,83,100,33.2,1.92,279,350,0.3,17.7,0.28,13,2.5,0,0,0,0.9,0,54:15:00,7.51,189,0,80,0,0,105,115
245.8,1866,1212,3250,110,4480,83,100,33.2,1.92,279,350,0.3,17.6,0.28,13,2.6,0,0,0,0.9,0,54:15:00,7.51,189,0,80,0,0,105,115
246,1865,1212,3250,110,4483,83,100,33.2,1.92,279,350,0.3,17.6,0.28,13,2.6,0,0,0,0.9,0,54:14:00,7.51,189,0,80,0,0,105,115
246.2,1865,1211,3250,110,4487,83,100,33.2,1.92,279,350,0.3,17.5,0.28,13,2.6,0,0,0,0.9,0,54:14:00,7.51,189,0,80,0,0,105,115
246.4,1865,1211,3250,110,4490,83,100,33.2,1.92,279,350,0.3,17.5,0,13,2.6,0,0,0,0.9,0,54:14:00,7.51,189,0,80,0,0,105,115
246.6,1865,1211,3250,110,4494,83,100,33.2,1.92,279,350,0.3,17.4,0,13,2.6,0,0,0,1,0,54:14:00,7.51,189,0,80,0,0,105,115
246.8,1865,1210,3250,110,4497,83,100,33.2,1.92,279,351,0.3,17.4,0,12.9,2.6,0,0,0,1,0,54:14:00,7.51,189,0,80,0,0,105,115
247,1865,1210,3250,110,4501,83,100,33.2,1.92,279,351,0.3,17.3,0,12.9,2.7,0,0,0,1,0,54:13:00,7.51,189,0,80,0,0,105,115
247.2,1865,1209,3250,110,4504,83,100,33.2,1.92,279,351,0.3,17.3,0,12.9,2.7,0,0,0,1,0,54:13:00,7.51,189,0,80,0,0,105,115
247.4,1865,1209,3250,110,4508,83,100,33.2,1.92,279,351,0.3,17.3,0.28,12.9,2.7,0.1,0,0,1,0,54:13:00,7.51,189,0,80,0,0,105,115
247.6,1865,1209,3250,110,4511,83,100,33.2,1.92,280,351,0.3,17.3,0.28,12.9,2.7,0.1,0,0,1,0,54:13:00,7.51,189,0,80,0,0,105,115
247.8,1865,1208,3250,110,4515,83,100,33.3,1.92,280,351,0.3,17.2,0.28,12.9,2.7,0.1,0,0,1,0,54:13:00,7.51,189,0,80,0,0,105,115
248,1865,1208,3250,110,4518,83,100,33.3,1.92,280,351,0.3,17.2,0.28,12.9,2.7,0.1,0,0,1,0,54:12:00,7.51,189,0,80,0,0,105,115
248.2,1865,1207,3250,110,4522,83,100,33.3,1.92,280,352,0.3,17.2,0.28,12.9,2.7,0.1,0,0,1,0,54:12:00,7.51,189,0,80,0,0,105,115
248.4,1865,1207,3250,110,4525,83,100,33.3,1.92,280,352,0.3,17.2,0.28,12.9,2.8,0.1,0,0,1,0,54:12:00,7.51,188,0,80,0,0,105,115
248.6,1865,1207,3250,110,4529,83,100,33.3,1.92,280,352,0.3,17.2,0.28,12.9,2.8,0.1,0,0,1,0,54:12:00,7.51,188,0,80,0,0,105,115
248.8,1865,1206,3250,110,4532,83,100,33.3,1.92,280,352,0.3,17.2,0.28,13,2.8,0.1,0,0,1,0,54:12:00,7.51,188,0,80,0,0,105,115
249,1865,1206,3250,110,4535,83,100,33.3,1.92,280,352,0.3,17.2,0.28,13,2.8,0.1,0,0,1,0,54:11:00,7.51,188,0,80,0,0,105,115
249.2,1864,1205,3250,110,4539,83,100,33.3,1.92,280,352,0.3,17.3,0.28,13,2.8,0.1,0,0,1,0,54:11:00,7.51,188,0,80,0,0,105,115
249.4,1864,1205,3250,110,4543,83,100,33.3,1.92,280,352,0.3,17.3,0,13,2.8,0.1,0,0,1,0,54:11:00,7.51,188,0,80,0,0,105,115
249.6,1864,1205,3250,110,4546,83,100,33.3,1.92,280,352,0.3,17.3,0,13,2.8,0.1,0,0,1,0,54:11:00,7.51,188,0,80,0,0,105,115
249.8,1864,1204,3250,110,4549,83,100,33.3,1.92,280,353,0.3,17.4,0,13,2.8,0,0,0,1,0,54:11:00,7.51,188,0,80,0,0,105,115
250,1864,1204,3250,110,4553,83,100,33.3,1.92,280,353,0.3,17.4,0,13.1,2.8,0,0,0,1,0,54:10:00,7.51,188,0,80,0,0,105,115
250.2,1864,1203,3250,110,4557,83,100,33.3,1.92,280,353,0.3,17.4,0,13.1,2.8,0,0,0,1,0,54:10:00,7.51,188,0,80,0,0,105,115
250.4,1864,1203,3250,110,4560,83,100,33.3,1.92,280,353,0.3,17.4,0.28,13.1,2.8,0,0,0,1,0,54:10:00,7.51,188,0,80,0,0,105,115
250.6,1864,1203,3250,110,4564,83,100,33.3,1.92,280,353,0.3,17.5,0.28,13.1,2.8,-0.1,0,0,1,0,54:10:00,7.51,188,0,80,0,0,105,115
250.8,1864,1202,3250,110,4567,83,100,33.4,1.92,280,353,0.3,17.5,0.28,13.1,2.8,-0.1,0,0,1,0,54:10:00,7.51,188,0,80,0,0,105,115
251,1864,1202,3250,110,4571,83,100,33.4,1.92,280,353,0.3,17.5,0.28,13.1,2.8,-0.1,0,0,1,0,54:09:00,7.51,188,0,80,0,0,105,115
251.2,1864,1201,3250,110,4574,83,100,33.4,1.92,280,353,0.3,17.5,0.28,13.1,2.8,-0.1,0,0,1,0,54:09:00,7.51,188,0,80,0,0,105,115
251.4,1864,1201,3250,110,4578,83,100,33.4,1.92,280,353,0.3,17.6,0,13.1,2.8,-0.1,0,0,1,0,54:09:00,7.51,188,0,80,0,0,105,115
251.6,1864,1201,3250,110,4581,83,100,33.4,1.92,280,354,0.3,17.6,0,13.1,2.8,-0.1,0,0,1,0,54:09:00,7.51,188,0,80,0,0,105,115
251.8,1864,1200,3250,110,4585,83,100,33.4,1.92,280,354,0.3,17.6,0,13.1,2.8,-0.1,0,0,1,0,54:09:00,7.51,188,0,80,0,0,105,115
252,1864,1200,3250,110,4589,83,100,33.4,1.92,281,354,0.3,17.6,0,13.1,2.8,-0.1,0,0,1,0,54:08:00,7.51,188,0,80,0,0,105,115
252.2,1863,1200,3250,110,4592,83,100,33.4,1.92,281,354,0.3,17.6,0,13.1,2.8,-0.1,0,0,1,0,54:08:00,7.51,188,0,80,0,0,105,115
252.4,1863,1199,3250,110,4596,83,100,33.4,1.92,281,354,0.3,17.6,0.27,13.1,2.8,-0.1,0,0,1,0,54:08:00,7.51,188,0,80,0,0,105,115
252.6,1863,1199,3250,110,4599,83,100,33.4,1.92,281,354,0.3,17.6,0.27,13.1,2.8,-0.1,0,0,1,0,54:08:00,7.51,188,0,80,0,0,105,115
252.8,1863,1199,3250,110,4603,83,100,33.4,1.92,281,354,0.3,17.7,0.27,13.1,2.8,0,0,0,1,0,54:08:00,7.51,188,0,80,0,0,105,115
253,1863,1198,3250,110,4606,83,100,33.4,1.92,281,354,0.3,17.7,0.27,13.1,2.8,0,0,0,1,0,54:07:00,7.51,188,0,80,0,0,105,115
253.2,1863,1198,3250,110,4609,83,100,33.4,1.92,281,354,0.3,17.7,0.27,13.1,2.8,0,0,0,1,0,54:07:00,7.51,188,0,80,0,0,105,115
253.4,1863,1198,3250,110,4613,83,100,33.4,1.92,281,355,0.3,17.7,0,13.1,2.8,0,0,0,1,0,54:07:00,7.51,188,0,80,0,0,105,115
253.6,1863,1197,3250,110,4616,83,100,33.5,1.92,281,355,0.31,17.7,0,13.1,2.8,0,0,0,1,0,54:07:00,7.51,188,0,80,0,0,105,115
